Controversial Flag,Number of Planets in System,Orbital Period [days],Orbital Period Upper Unc. [days],Orbital Period Lower Unc. [days],Orbital Period Limit Flag,Orbit Semi-Major Axis [au]),Orbit Semi-Major Axis Upper Unc. [au],Orbit Semi-Major Axis Lower Unc. [au],Orbit Semi-Major Axis Limit Flag,Dec [sexagesimal],Dec [decimal degrees],Distance [pc],Distance Upper Unc. [pc],Distance Lower Unc. [pc],Gaia Distance [pc],Gaia Distance Upper Unc. [pc],Gaia Distance Lower Unc. [pc],Optical Magnitude [mag],G-band (Gaia) [mag],Effective Temperature [K],Effective Temperature Upper Unc. [K],Effective Temperature Lower Unc. [K],Stellar Mass [Solar mass],Stellar Mass Upper Unc. [Solar mass],Stellar Mass Lower Unc. [Solar mass],Stellar Radius [Solar radii],Stellar Radius Upper Unc. [Solar radii],Stellar Radius Lower Unc. [Solar radii],Time of Periastron Lower Unc. [days],Radial Velocity Amplitude [m/s],Radial Velocity Amplitude Upper Unc. [m/s],Radial Velocity Amplitude Lower Unc. [m/s],Planet M*sin(i) [Jupiter mass],Planet M*sin(i) Upper Unc. [Jupiter mass],Planet M*sin(i) Lower Unc. [Jupiter mass],Planet Mass [Earth mass],Planet Mass Upper Unc. [Earth mass],Planet Mass Lower Unc. [Earth mass],Planet M*sin(i) [Earth mass],Planet M*sin(i) Upper Unc. [Earth mass],Planet M*sin(i) Lower Unc. [Earth mass],Planet Mass or M*sin(i) [Earth mass],Planet Mass or M*sin(i) Upper Unc. [Earth mass],Planet Mass or M*sin(i) Lower Unc. [Earth mass],Planet Radius [Earth radii],Planet Radius Upper Unc. [Earth radii],Planet Radius Lower Unc. [Earth radii],Planet Radius [Solar radii],Planet Radius Upper Unc. [Solar radii],Planet Radius Lower Unc. [Solar radii],Transit Depth [percent],Ratio of Planet to Stellar Radius,Ratio of Planet to Stellar Radius Upper Unc.,Ratio of Planet to Stellar Radius Lower Unc.,Number of Moons in System,Number of Stellar and Planet Parameters,Number of Stellar and Planet References,RA [hrs],Galactic Longitude [deg],Galactic Latitude [deg],Ecliptic Longitude [deg],Ecliptic Latitude [deg],Parallax [mas],Parallax Upper Unc. [mas],Parallax Lower Unc. [mas],Gaia Parallax [mas],Gaia Parallax Upper Unc. [mas],Gaia Parallax Lower Unc. [mas],Proper Motion (RA) [mas/yr],Proper Motion (RA) Unc. [mas/yr],Proper Motion (Dec) [mas/yr],Proper Motion (Dec) Unc. [mas/yr],Total Proper Motion [mas/yr],Total Proper Motion Unc. [mas/yr],Gaia Proper Motion (RA) [mas/yr],Gaia Proper Motion (RA) Unc. [mas/yr],Gaia Proper Motion (Dec) [mas/yr],Gaia Proper Motion (Dec) Unc. [mas/yr],Gaia Total Proper Motion [mas/yr],Gaia Total Proper Motion Unc. [mas/yr],Radial Velocity [km/s],Radial Velocity Upper Unc. [km/s],Radial Velocity Lower Unc. [km/s],Spectral Type,Stellar Surface Gravity [log10(cm/s**2)],Stellar Surface Gravity Upper Unc. [log10(cm/s**2)],Stellar Surface Gravity Lower Unc. [log10(cm/s**2)],Stellar Luminosity [log(Solar)],Stellar Luminosity Upper Unc. [log(Solar)],Stellar Luminosity Lower Unc. [log(Solar)],Stellar Metallicity [dex],Stellar Metallicity Upper Unc. [dex],Stellar Metallicity Lower Unc. [dex],Stellar Age [Gyr],Stellar Age Upper Unc. [Gyr],Stellar Age Lower Unc. [Gyr],Rot. Velocity V*sin(i) [km/s],Rot. Velocity V*sin(i) Upper Unc. [km/s],Rot. Velocity V*sin(i) Lower Unc. [km/s],V-band (Johnson) [mag],V-band (Johnson) Unc. [mag],B-band (Johnson) [mag],B-band (Johnson) Unc. [mag],R-band (Cousins) [mag],J-band (2MASS) [mag],J-band (2MASS) Unc. [mag],H-band (2MASS) [mag],H-band (2MASS) Unc. [mag],Ks-band (2MASS) [mag],Ks-band (2MASS) Unc. [mag],WISE 3.4um [mag],WISE 3.4um Unc. [mag],WISE 4.6um [mag],WISE 4.6um Unc. [mag],WISE 12.um [mag],WISE 12.um Unc. [mag],WISE 22.um [mag],WISE 22.um Unc. [mag],IRAS 100um Flux Limit Flag,Number of Photometry Measurements,U-B (Johnson) [mag],U-B (Johnson) Unc. [mag],B-V (Johnson) [mag],B-V (Johnson) Unc. [mag],J-H (2MASS) [mag],J-H (2MASS) Unc. [mag],H-Ks (2MASS) [mag],H-Ks (2MASS) Unc. [mag],J-Ks (2MASS) [mag],J-Ks (2MASS) Unc. [mag],b-y (Stromgren) [mag],b-y (Stromgren) Unc. [mag],m1 (Stromgren) [mag],m1 (Stromgren) Unc. [mag],c1 (Stromgren) [mag],c1 (Stromgren) Unc. [mag],Number of Color Measurements
4217,0,1,1.21987,0.000001,-0.000001,0,0.0239,0.00063,-0.00063,36.712746,37.550484,122.36,0.99,-0.99,122.36,0.99,-0.99,8.142,8.07,7430,100,-100,1.5,0.03,-0.03,1.44,0.03,-0.03,,304,20,-20,,,,665.21819,44.17837,-44.17837,,,,665.21819,44.17837,-44.17837,17.856,0.829,-0.829,0.164,0.008,-0.008,,0.1118,0.0002,-0.0002,0,70,23,2.44751638,143.096879,-21.556785,46.819874,21.755273,8.17,0.07,-0.07,8.17,0.07,-0.07,-1,0.1,-9,0.1,9,0.1,-1,0.1,-9,0.1,9,0.1,,,,2.5,,,,,,,,,,,,,90,10,,8.142,0.012,8.412,0.015,,7.581,0.021,7.516,0.024,7.468,0.024,7.383,0.036,7.443,0.02,7.467,0.019,7.254,0.113,,13,,,0.27,0.019,0.065,0.032,0.048,0.034,0.113,0.032,,,,,,,5
4218,0,1,4.31768,0.000005,-0.000005,0,,,,165.399561,-23.860636,132.59,0.85,-0.85,132.59,0.85,-0.85,10.4,10.205,5700,100,-100,0.96,0.45,-0.45,0.91,0.08,-0.08,,72.1,1.2,-1.2,,,,177.9848,54.0311,-54.0311,,,,177.9848,54.0311,-54.0311,11.209,0.897,-0.897,0.103,0.008,-0.008,1.3,,,,0,62,13,11.0266374,272.918586,32.531971,176.727468,-27.570148,7.54,0.05,-0.05,7.54,0.05,-0.05,-43.9,0.1,-65.8,0.1,79.1,0.1,-43.9,0.1,-65.8,0.1,79.1,0.1,49.94,0.01,,,4.5,0.1,-0.1,,,,-0.02,,,,,,1.4,0.6,,10.4,,,,,9.172,0.025,8.842,0.042,8.792,0.021,8.715,0.023,8.761,0.021,8.712,0.027,8.859,0.408,,9,,,,,0.33,0.049,0.05,0.047,0.38,0.033,,,,,,,3
4219,0,1,3.16158,0.000002,-0.000002,0,,,,76.081782,-6.229821,203.39,1.69,-1.69,203.39,1.69,-1.69,11.01,10.853,5990,80,-80,1.05,0.19,-0.19,1.08,0.06,-0.06,,94.8,7.1,-7.1,,,,225.6593,31.783,-31.783,,,,225.6593,31.783,-31.783,14.572,0.785,-0.785,0.134,0.007,-0.007,1.5,,,,0,50,9,5.0721188,206.016402,-26.62054,74.148347,-28.906426,4.92,0.04,-0.04,4.92,0.04,-0.04,20.7,0.1,10.8,0.1,23.3,0.1,20.7,0.1,10.8,0.1,23.3,0.1,17.72,0,,,4.4,0.01,-0.01,,,,-0.15,,,,,,3.9,0.4,,11.01,0.09,,,,9.887,0.03,9.598,0.023,9.525,0.021,9.482,0.022,9.525,0.021,9.53,0.045,8.337,,,9,,,,,0.289,0.038,0.073,0.031,0.362,0.037,,,,,,,3
4220,0,1,1.53736596,0.00000024,-0.00000024,0,0.02677,0.00028,-0.00028,131.580405,-8.026946,390.64,5.27,-5.27,390.64,5.27,-5.27,,12.628,5959,134,-134,1.08,0.03,-0.03,0.98,0.01,-0.01,,391.5,8.3,-8.3,,,,750.39663,22.2481,-22.2481,,,,750.39663,22.2481,-22.2481,14.874,0.235,-0.235,0.136,0.002,-0.002,,0.13677,0.00056,-0.00056,0,81,13,8.772027,234.385501,21.088889,136.4816,-25.008214,2.56,0.03,-0.03,2.56,0.03,-0.03,-4.1,0.1,-8.7,0,9.6,0,-4.1,0.1,-8.7,0,9.6,0,-13.22,0,,,4.49,0.01,-0.01,,,,-0.26,0.1,-0.1,1.4,1.5,-3.4,3.3,1.2,,,,,,,11.609,0.028,11.353,0.027,11.294,0.026,11.152,0.022,11.202,0.02,11.27,0.154,8.902,,,8,,,,,0.256,0.039,0.059,0.037,0.315,0.038,,,,,,,3
4221,0,1,3.577469,0.000011,-0.000011,0,0.0446,0.0019,-0.0019,221.943987,1.064966,343,36,-36,397.09,7.78,-7.78,12.704,12.542,5800,150,,0.93,0.12,,1,0.05,,,,,,,,,572.07,54.029,-54.029,,,,572.07,54.029,-54.029,13.002,0.785,-0.673,0.119,0.007,-0.006,1.427,,,,0,33,8,14.7962658,354.774143,51.822981,219.16421,16.432301,,,,2.52,0.05,-0.05,-28.1,0.1,18,0.1,33.4,0.1,-28.1,0.1,18,0.1,33.4,0.1,13.03,3.47,-3.47,,,,,-0.021,0.077,,,,,,,,2.4,1.6,,12.704,0.149,,,,11.499,0.022,11.181,0.026,11.093,0.023,11.072,0.023,11.091,0.02,11.182,0.141,9.294,,,9,,,,,0.318,0.034,0.088,0.035,0.406,0.032,,,,,,,3
4222,0,1,6.87188,0.00001,-0.00001,0,,,,243.959845,10.032566,136.77,0.8,-0.8,136.77,0.8,-0.8,9.447,9.21,6180,50,-50,1.76,0.28,-0.28,1.52,0.07,-0.07,,252,4,-4,,,,1093.3352,114.4188,-114.4188,,,,1093.3352,114.4188,-114.4188,13.787,0.673,-0.673,0.126,0.006,-0.006,0.69,,,,0,87,17,16.26398967,23.528268,39.032874,239.789898,30.781471,7.31,0.04,-0.04,7.31,0.04,-0.04,-31.1,0.1,-39.2,0,50,0,-31.1,0.1,-39.2,0,50,0,-9.06,0.53,-0.53,3.8,4.25,0.01,-0.01,,,,-0.02,,,,,,8.6,0.4,,9.447,0.024,,,,8.287,0.023,8.106,0.047,7.998,0.04,7.979,0.025,8.022,0.021,7.993,0.021,7.867,0.19,,11,,,,,0.181,0.052,0.108,0.062,0.289,0.046,,,,,,,4
4223,0,1,4.055259,0.000009,-0.000009,0,0.0486,0.0005,-0.0005,217.326702,-3.444534,230,80,-80,215.29,1.75,-1.75,12.11,11.887,5400,150,,0.93,0.03,,0.9,0.02,,,,,,,,,88.989,9.535,-9.535,,,,88.989,9.535,-9.535,14.235,0.448,-0.448,0.131,0.004,-0.004,2.11,,,,0,75,18,14.4884468,344.403446,51.371134,216.118949,10.698195,,,,4.64,0.04,-0.04,-19.1,0.1,0.3,0.1,19.1,0.1,-19.1,0.1,0.3,0.1,19.1,0.1,-58.48,0,,,,,,,,,,,,,,,1.4,0.6,,12.11,0.13,12.93,0.25,,10.663,0.024,10.307,0.023,10.202,0.023,10.159,0.023,10.224,0.021,10.131,0.057,9.208,,,11,,,,,0.356,0.033,0.105,0.033,0.461,0.033,,,,,,,3
4224,0,1,1.33823147,0.00000002,-0.00000002,0,0.0226,0.0007,-0.0008,353.562841,-42.061428,269.21,3.75,-3.75,269.21,3.75,-3.75,12.5,12.316,5400,90,-90,0.86,0.08,-0.09,0.89,0.03,-0.03,,241.1,2.8,-3.1,,,,376.94638,28.6047,-31.14734,,,,376.94638,28.6047,-31.14734,14.807,0.437,-0.437,0.136,0.004,-0.004,,0.15201,0.0004,-0.00033,0,173,31,23.57085607,344.493137,-68.295849,335.074526,-35.55869,3.71,0.05,-0.05,3.71,0.05,-0.05,9.9,0.1,-87.5,0,88.1,0,9.9,0.1,-87.5,0,88.1,0,57.73,0,0,4.7,4.47,0.11,-0.11,,,,-0.07,0.19,-0.19,7,,,2.2,0.6,-1,12.5,,,,,11.179,0.025,10.842,0.026,10.746,0.021,10.684,0.022,10.748,0.02,10.721,0.089,8.465,,,9,,,0.73,0.05,0.337,0.036,0.096,0.033,0.433,0.033,,,,,,,4
4225,0,2,3.0524,0.000001,-0.000001,0,,,,190.618736,-30.63987,164.14,1.06,-1.06,164.14,1.06,-1.06,11.6,11.282,5545,33,-33,0.81,0.15,-0.15,0.83,0.04,-0.04,,138,2,-2,,,,270.1555,34.9613,-34.9613,,,,270.1555,34.9613,-34.9613,12.33,0.56,-0.56,0.113,0.005,-0.005,1.9,,,,0,87,13,12.70791573,300.653777,32.192264,202.378748,-23.86104,6.09,0.04,-0.04,6.09,0.04,-0.04,14.9,0.1,11.9,0.1,19.1,0.1,14.9,0.1,11.9,0.1,19.1,0.1,3.28,0.01,,,4.53,0.05,-0.05,,,,0.06,,,,,,2.64,0.25,-0.25,11.6,,,,,10.096,0.024,9.752,0.024,9.677,0.019,9.646,0.024,9.689,0.02,9.64,0.037,8.712,0.326,,9,,,,,0.344,0.034,0.075,0.031,0.419,0.031,,,,,,,3
4226,0,2,421,2,-2,0,1.07,0.03,-0.03,190.618736,-30.63987,164.14,1.06,-1.06,164.14,1.06,-1.06,11.6,11.282,5545,33,-33,0.81,0.15,-0.15,0.83,0.04,-0.04,,94,3,-3,3.18,0.2,-0.2,,,,1010.6994,63.566,-63.566,1010.6994,63.566,-63.566,,,,,,,,,,,0,44,13,12.70791573,300.653777,32.192264,202.378748,-23.86104,6.09,0.04,-0.04,6.09,0.04,-0.04,14.9,0.1,11.9,0.1,19.1,0.1,14.9,0.1,11.9,0.1,19.1,0.1,3.28,0.01,,,4.53,0.05,-0.05,,,,0.06,,,,,,2.64,0.25,-0.25,11.6,,,,,10.096,0.024,9.752,0.024,9.677,0.019,9.646,0.024,9.689,0.02,9.64,0.037,8.712,0.326,,9,,,,,0.344,0.034,0.075,0.031,0.419,0.031,,,,,,,3
4227,0,1,4.9816819,0.0000011,-0.0000011,0,0.0561,0.0012,-0.0012,192.981545,-42.073608,178.19,1.31,-1.31,178.19,1.31,-1.31,12.57,11.969,5315,79,-79,0.95,0.06,-0.06,0.89,0.03,-0.03,,64.8,1.7,-1.7,,,,167.49641,8.89924,-8.89924,,,,167.49641,8.89924,-8.89924,12.576,0.437,-0.437,0.115,0.004,-0.004,,0.1293,0.0008,-0.0008,0,56,10,12.86543633,303.028829,20.798098,210.114196,-33.261667,5.61,0.04,-0.04,5.61,0.04,-0.04,-49.8,0.1,4.9,0.1,50,0.1,-49.8,0.1,4.9,0.1,50,0.1,-3.74,0.73,-0.73,,4.51,0.02,-0.02,,,,0.29,0.05,-0.05,4.4,4.4,-3.4,2.7,0.4,,12.57,,,,,10.542,0.025,10.103,0.022,10.033,0.022,9.923,0.022,9.986,0.02,9.876,0.038,9.382,0.523,,9,,,,,0.439,0.033,0.07,0.031,0.509,0.033,,,,,,,3
4228,0,1,0.813475,0.000001,-0.000001,0,0.0142,0.0004,-0.0004,154.908372,-9.806276,80,20,-20,86.96,0.33,-0.33,12.4,11.907,4400,200,,0.58,0.05,,0.6,0.04,,,,,,,,,565.714,31.782,-31.782,,,,565.714,31.782,-31.782,10.424,0.785,-1.009,0.096,0.007,-0.009,2.55,,,,0,83,18,10.3272248,252.786807,37.87002,160.521345,-18.81314,,,,11.5,0.04,-0.04,-42,0.1,-38.2,0.1,56.8,0.1,-42,0.1,-38.2,0.1,56.8,0.1,-3.59,0,,5.7,,,,,,,,,,,,,4,0.4,,12.4,,,,,9.995,0.024,9.397,0.025,9.267,0.026,9.152,0.023,9.225,0.02,9.134,0.032,8.469,,,11,,,,,0.598,0.035,0.13,0.036,0.728,0.035,,,,,,,4
4229,0,1,2.423804,0.000008,-0.000008,0,0.03453,0.00065,-0.00065,3.903165,-11.938115,368.31,5.65,-5.65,368.31,5.65,-5.65,12.9,12.896,5420,100,-100,0.94,0.05,-0.05,0.91,0.05,-0.05,,138,8,-9,0.869,0.063,-0.062,276.5121,20.02329,-19.70546,276.19427,20.02329,-19.70546,276.5121,20.02329,-19.70546,12.33,0.908,-0.852,0.113,0.008,-0.008,1.56,0.1248,0.0023,-0.0023,0,66,9,0.260211,92.237408,-72.639264,358.756982,-12.490459,2.72,0.04,-0.04,2.72,0.04,-0.04,15.3,0.1,-30,0,33.7,0.1,15.3,0.1,-30,0,33.7,0.1,-4.04,0.01,-0.01,4.8,4.49,0.04,-0.04,-0.198,0.064,-0.064,-0.003,0.1,-0.1,,,,3.2,0.9,,12.9,,,,,11.702,0.023,11.408,0.025,11.341,0.026,11.246,0.022,11.301,0.021,11.345,0.191,8.756,,,9,,,,,0.294,0.034,0.067,0.036,0.361,0.035,,,,,,,3
4230,0,1,3.126089,0.000003,-0.000003,0,0.03963,0.00114,-0.00112,5.237497,-35.99826,212.48,1.76,-1.76,212.48,1.76,-1.76,12,12.049,5150,200,-200,0.85,0.08,-0.07,0.85,0.04,-0.04,,149,2,-2,0.961,0.058,-0.055,306.38812,18.43414,-17.79848,305.43463,18.43414,-17.48065,306.38812,18.43414,-17.79848,10.604,0.65,-0.572,0.097,0.006,-0.005,1.29,0.1137,0.0029,-0.0022,0,90,13,0.34916647,337.20713,-79.015522,348.354826,-34.655206,4.71,0.04,-0.04,4.71,0.04,-0.04,52.9,0,-46.9,0,70.7,0,52.9,0,-46.9,0,70.7,0,4.55,0,0,5.2,4.5,0.03,-0.03,-0.336,0.091,-0.097,-0.03,0.2,-0.2,,,,2.3,0.7,,12,,,,,10.753,0.024,10.365,0.026,10.294,0.021,10.207,0.022,10.275,0.02,10.183,0.059,8.954,,,9,,,,,0.388,0.035,0.071,0.033,0.459,0.032,,,,,,,3
4231,0,1,1.43036763,0.00000093,-0.00000093,0,0.02335,0.00072,-0.00072,318.736981,-55.87178,379.36,4.47,-4.47,379.36,4.47,-4.47,12.9,12.852,5600,,,0.83,0.08,-0.08,0.86,0.03,-0.03,,,,,,,,607.0553,41.3179,-41.3179,,,,607.0553,41.3179,-41.3179,13.159,0.415,-0.415,0.121,0.004,-0.004,,0.14075,0.00035,-0.00035,0,47,9,21.24913207,340.697735,-42.073749,302.236338,-37.755392,2.64,0.03,-0.03,2.64,0.03,-0.03,12.6,0,-16,0,20.4,0,12.6,0,-16,0,20.4,0,-3.78,0,,4.6,4.49,0.01,-0.01,,,,-0.3,,,9.6,3.7,-5.5,1.9,1.2,,12.9,,,,,11.753,0.023,11.465,0.025,11.401,0.026,11.351,0.023,11.372,0.021,10.941,0.092,9.243,,,9,,,,,0.288,0.034,0.064,0.036,0.352,0.035,,,,,,,3
4232,0,4,4.1591289,0.0000042,-0.0000042,0,,,,331.203047,-12.018885,266.69,4.83,-4.83,266.69,4.83,-4.83,11.9,11.789,5552,75,-75,1.04,0.03,-0.03,1.14,0.01,-0.01,,140.64,0.44,-0.44,,,,363.1,7.3,-7.3,,,,363.1,7.3,-7.3,12.63,0.15,-0.15,0.116,0.001,-0.001,,0.10193,0.00021,-0.00021,0,116,18,22.08020313,45.748107,-48.18689,328.995618,-0.208516,3.75,0.07,-0.07,3.75,0.07,-0.07,16.3,2.4,-41.8,1,44.9,1.3,15,0.1,-41.3,0.1,44,0.1,-27.06,0,,,4.34,0.01,-0.01,,,,0.38,0.05,-0.05,,,,1.8,0.24,-0.16,11.9,,12.721,0.041,,10.613,0.022,10.31,0.021,10.192,0.026,10.165,0.023,10.236,0.019,10.172,0.081,8.745,,,15,,,0.735,0.042,0.303,0.03,0.118,0.033,0.421,0.034,,,,,,,4
4233,0,4,588.5,2.4,-2.4,0,1.393,0.014,-0.014,331.203047,-12.018885,266.69,4.83,-4.83,266.69,4.83,-4.83,11.9,11.789,5552,75,-75,1.04,0.03,-0.03,1.14,0.01,-0.01,,,,,1.25287,0.02926,-0.02926,,,,398.2,9.3,-9.3,398.2,9.3,-9.3,,,,,,,,,,,0,71,17,22.08020313,45.748107,-48.18689,328.995618,-0.208516,3.75,0.07,-0.07,3.75,0.07,-0.07,16.3,2.4,-41.8,1,44.9,1.3,15,0.1,-41.3,0.1,44,0.1,-27.06,0,,,4.34,0.01,-0.01,,,,0.38,0.05,-0.05,,,,1.8,0.24,-0.16,11.9,,12.721,0.041,,10.613,0.022,10.31,0.021,10.192,0.026,10.165,0.023,10.236,0.019,10.172,0.081,8.745,,,15,,,0.735,0.042,0.303,0.03,0.118,0.033,0.421,0.034,,,,,,,4
4234,0,4,9.03077,0.00017,-0.00017,0,,,,331.203047,-12.018885,266.69,4.83,-4.83,266.69,4.83,-4.83,11.9,11.789,5552,75,-75,1.04,0.03,-0.03,1.14,0.01,-0.01,,3.93,0.43,-0.43,,,,13.1,1.5,-1.5,,,,13.1,1.5,-1.5,3.576,0.046,-0.046,0.033,0,0,,0.02886,0.00016,-0.00016,0,94,18,22.08020313,45.748107,-48.18689,328.995618,-0.208516,3.75,0.07,-0.07,3.75,0.07,-0.07,16.3,2.4,-41.8,1,44.9,1.3,15,0.1,-41.3,0.1,44,0.1,-27.06,0,,,4.34,0.01,-0.01,,,,0.38,0.05,-0.05,,,,1.8,0.24,-0.16,11.9,,12.721,0.041,,10.613,0.022,10.31,0.021,10.192,0.026,10.165,0.023,10.236,0.019,10.172,0.081,8.745,,,15,,,0.735,0.042,0.303,0.03,0.118,0.033,0.421,0.034,,,,,,,4
4235,0,4,0.789592,0.000012,-0.000012,0,,,,331.203047,-12.018885,266.69,4.83,-4.83,266.69,4.83,-4.83,11.9,11.789,5552,75,-75,1.04,0.03,-0.03,1.14,0.01,-0.01,,4.61,0.44,-0.44,,,,6.83,0.66,-0.66,,,,6.83,0.66,-0.66,1.81,0.027,-0.027,0.017,0,0,,0.01461,0.00013,-0.00013,0,99,18,22.08020313,45.748107,-48.18689,328.995618,-0.208516,3.75,0.07,-0.07,3.75,0.07,-0.07,16.3,2.4,-41.8,1,44.9,1.3,15,0.1,-41.3,0.1,44,0.1,-27.06,0,,,4.34,0.01,-0.01,,,,0.38,0.05,-0.05,,,,1.8,0.24,-0.16,11.9,,12.721,0.041,,10.613,0.022,10.31,0.021,10.192,0.026,10.165,0.023,10.236,0.019,10.172,0.081,8.745,,,15,,,0.735,0.042,0.303,0.03,0.118,0.033,0.421,0.034,,,,,,,4
4236,0,1,2.14363,0.000003,-0.000003,0,,,,291.16233,55.47316,460.14,4.51,-4.51,460.14,4.51,-4.51,11.72,11.523,5920,150,-150,0.88,0.36,-0.36,1.58,0.21,-0.21,,136,11.3,-11.3,,,,254.264,73.1009,-73.1009,,,,254.264,73.1009,-73.1009,16.814,2.242,-2.242,0.154,0.021,-0.021,0.96,,,,0,76,11,19.410822,86.882482,17.62736,322.459515,75.045257,2.17,0.02,-0.02,2.17,0.02,-0.02,6.1,0,-28,0,28.6,0,6.1,0,-28,0,28.6,0,-19.68,0,,,4.03,0.03,-0.03,,,,-0.12,,,,,,12.2,0.7,,11.72,0.14,,,,10.627,0.025,10.441,0.032,10.372,0.022,10.326,0.023,10.368,0.02,10.339,0.047,9.299,,,9,,,,,0.186,0.041,0.069,0.039,0.255,0.033,,,,,,,3
4237,0,1,2.78174,0.000006,-0.000006,0,,,,91.089427,-16.965294,195.64,1.2,-1.2,195.64,1.2,-1.2,11.36,11.291,5600,150,-150,0.92,0.3,-0.3,0.97,0.09,-0.09,,56.8,2.4,-2.4,,,,117.5971,25.4264,-25.4264,,,,117.5971,25.4264,-25.4264,12.442,1.233,-1.233,0.114,0.011,-0.011,1.4,,,,0,62,10,6.07262847,223.265048,-17.860157,91.368341,-40.399411,5.11,0.03,-0.03,5.11,0.03,-0.03,54.8,0.1,-19.1,0.1,58,0.1,54.8,0.1,-19.1,0.1,58,0.1,41.73,0,0,4.6,4.5,0.1,-0.1,,,,-0.23,,,,,,0.9,0.3,,11.36,,,,,10.146,0.024,9.812,0.027,9.749,0.021,9.648,0.022,9.677,0.02,9.632,0.038,8.669,,,10,,,,,0.334,0.036,0.063,0.034,0.397,0.032,,,,,,,3
4238,0,1,1.6284279,0.0000022,-0.0000049,0,0.0267,0.0012,-0.0008,359.348991,-41.277149,311.88,3.41,-3.41,311.88,3.41,-3.41,12.3,11.996,5700,100,-100,0.96,0.13,-0.09,1.03,0.06,-0.07,,279.7,9.2,-6.3,,,,502.15,41.32,-31.78,,,,502.15,41.32,-31.78,12.184,0.762,-0.796,0.112,0.007,-0.007,1.18,,,,0,150,21,23.9565994,337.593354,-72.018154,340.220277,-37.003814,3.21,0.04,-0.04,3.21,0.04,-0.04,7.3,0,-15.9,0,17.5,0,7.3,0,-15.9,0,17.5,0,20.01,0,0,4.4,4.39,0.04,-0.04,,,,0.09,0.09,-0.09,5.4,4.4,-4.3,3.05,0.41,,12.3,,,,,10.949,0.021,10.65,0.025,10.598,0.023,10.542,0.023,10.589,0.021,10.552,0.085,8.714,,,9,,,0.66,0.05,0.299,0.033,0.052,0.034,0.351,0.031,,,,,,,4
4239,0,1,1.9551,0.000005,-0.000005,0,0.0293,0.0013,-0.0013,43.688073,-10.89808,185.82,1.87,-1.87,185.82,1.87,-1.87,11.6,11.552,5400,100,-100,0.89,0.08,-0.07,0.84,0.03,-0.03,,256.6,4.4,-4.4,,,,466.8287,29.24036,-29.24036,,,,466.8287,29.24036,-29.24036,13.07,0.482,-0.482,0.12,0.004,-0.004,,0.139,0.0006,-0.0006,0,66,13,2.9125382,189.6795,-56.789395,37.613812,-26.312299,5.38,0.05,-0.05,5.38,0.05,-0.05,3.3,0.1,9,0.1,9.5,0.1,3.3,0.1,9,0.1,9.5,0.1,25.24,0.98,-0.98,,,,,,,,,,,,,,2.6,0.5,,11.6,,,,,10.401,0.022,10.041,0.022,9.969,0.021,9.905,0.023,9.958,0.019,9.899,0.043,8.951,,,9,,,,,0.36,0.031,0.072,0.03,0.432,0.03,,,,,,,3
4240,0,1,1.7497798,0.0000012,-0.0000012,0,0.0272,0.0003,-0.0003,348.494748,8.761262,140,20,-20,175.69,1.34,-1.34,12,11.954,5000,100,-100,0.87,0.03,-0.03,0.79,0.02,-0.02,,,,,,,,146.2,6.36,-6.36,,,,146.2,6.36,-6.36,14.24,0.34,-0.34,0.131,0.003,-0.003,2.71,,,,0,66,13,23.2329832,86.185434,-47.038277,352.920653,12.601142,,,,5.69,0.04,-0.04,-6.9,0.1,-44.2,0.1,44.8,0.1,-6.9,0.1,-44.2,0.1,44.8,0.1,-1.04,0,0,5.2,4.58,0.01,-0.01,,,,0.03,0.12,-0.12,0.4,0.3,-0.2,3.6,0.9,-0.9,12,,12.9,,,10.588,0.018,10.186,0.026,10.086,0.024,10.011,0.023,10.094,0.021,9.983,0.061,8.395,,,10,,,,,0.402,0.032,0.1,0.035,0.502,0.03,,,,,,,3
4241,0,2,3.3098443,0.000002,-0.000002,0,0.04101,0.00083,-0.00091,31.909203,-20.661839,202.51,1.38,-1.38,202.51,1.38,-1.38,,12.347,4953,60,-60,0.84,0.05,-0.05,0.8,0.02,-0.02,,326.1,1.8,-1.8,,,,677.61356,29.24036,-29.87602,,,,677.61356,29.24036,-29.87602,12.038,0.415,-0.415,0.11,0.004,-0.004,,,,,0,21,7,2.12728017,196.640429,-71.44765,21.533158,-31.363535,4.94,0.03,-0.03,4.94,0.03,-0.03,-9.1,0.1,8.2,0.1,12.2,0.1,-9.1,0.1,8.2,0.1,12.2,0.1,-3.03,1.3,-1.3,,4.55,0.02,-0.02,-0.463,0.028,-0.03,0.22,0.11,-0.11,,,,0.86,0.21,-0.21,,,,,,10.959,0.023,10.474,0.021,10.39,0.021,10.366,0.024,10.43,0.021,10.239,0.06,9.302,0.526,,8,,,,,0.485,0.031,0.084,0.03,0.569,0.031,,,,,,,3
